,title
7834,Duffy blood group system
7835,Oconto
7836,sigma bond
7837,Kamina
7838,St. Irenaeus
7839,prophecy
7840,UBV system
7841,New Thought
7842,Alfonso XIII
7843,Davis Strait
7844,yellow rain
7845,Oswego Movement
7846,air de cour
7847,Honorius III
7848,Arthur Tappan
7849,Guzhangian Stage
7850,theism
7851,water frame
7852,Michael Ovitz
7853,electroweak theory
7854,intermediate vector boson
7855,Ki Hadjar Dewantoro
7856,"airline, national"
7857,Phek
7858,Jurong
7859,antyeshti
7860,Demetrius Of Phaleron
7861,Portage
7862,Appomattox Court House
7863,Léon Daudet
7864,heavy metal
7865,Itsekiri
7866,gall wasp
7867,Barcelona 1992 Olympic Games
7868,The Moldau
7869,Arkatag Mountains
7870,Yasuda Zenjirō
7871,ecoterrorism
7872,Ralph Ellison
7873,Samuel Rawson Gardiner
7874,Ṭahmāsp I
7875,appliqué
7876,lactase
7877,dakhma
7878,platonic love
7879,reel
7880,Andrew Young
7881,BP PLC
7882,"Emilio Pucci, marquis di Barsento"
7883,Sears
7884,Claude-Nicolas Ledoux
7885,orchitis
7886,Henryk Szeryng
7887,Giles Goat-Boy
7888,Zhang Jian
7889,Sir John William Alcock
7890,Japanese literature
7891,medicine society
7892,Arrábida Bridge
7893,Josephine St. Pierre Ruffin
7894,Jalīlī Family
7895,Cimmerian
7896,Gestapo
7897,Ruth Benedict
7898,concerto
7899,Apologist
7900,Artvin
7901,Teschen
7902,Betty Friedan
7903,Sir John Hawkshaw
7904,Owen Falls
7905,Saint Ephraem Syrus
7906,Gertrude Käsebier
7907,repertory theatre
7908,"Bernard Law Montgomery, 1st Viscount Montgomery"
7909,chanson de geste
7910,Ken Rosewall
7911,The Palm-Wine Drinkard
7912,finch
7913,Obolus
7914,Al Worden
7915,New York Rangers
7916,Anglican Church of Australia
7917,R.E.P. No. 2
7918,Abner Doubleday
7919,Tel Ḥay
7920,Óscar Arias Sánchez
7921,Hassi Messaoud
7922,Waldeck
7923,gradus
7924,Gymnodinium
7925,Quintus Hortensius
7926,Gandhi
7927,jerboa
7928,electronic instrument
7929,Lleida
7930,Carneades
7931,supersymmetry
7932,Chernozem
7933,lobster pot
7934,winter aconite
7935,dialectical materialism
7936,plebeian
7937,legation
7938,Joseph Redlich
7939,light rail transit
7940,chlorite
7941,Homer Dodge Martin
7942,Mehmed Siyah-Kalem
7943,"Leonhard, count von Blumenthal"
7944,Joseph B. Strauss
7945,Yaizu
7946,John Jebb
7947,Hud
7948,anode
7949,assemblage
7950,carmagnole
7951,John Livingston Lowes
7952,Wilhelm His
7953,bel canto
7954,Charles R. Walgreen
7955,Ezra Taft Benson
7956,Cornelius Krieghoff
7957,"The Good, the Bad, and the Ugly"
7958,Yahwist source
7959,Florence Kelley
7960,chapel
7961,Battle of Cannae
7962,Cockermouth
7963,wavelength
7964,volcanic eruption
7965,Yablonovy Range
7966,dame
7967,Coquimbo
7968,organ donation
7969,Puerto Barrios
7970,tautology
7971,Lambeosaurus
7972,Piet Heyn
7973,Bertram Borden Boltwood
7974,Roberto Benigni
7975,Napoleonic Code
7976,Batman
7977,Königswinter
7978,Tela
7979,Baltimore Orioles
7980,The Temple of the Golden Pavilion
7981,Bourne
7982,Aspects of the Novel
7983,Alexandrian laurel
7984,John Malalas
7985,Iizuka
7986,granulomatosis and polyangiitis
7987,Calexico
7988,Union of Orthodox Rabbis of the United States and Canada
7989,canine parvovirus disease
7990,decurio
7991,Danny Glover
7992,Sirāj al-Dawlah
7993,Tung Chee-hwa
7994,New France
7995,Toomas Hendrik Ilves
7996,nuclear model
7997,papain
7998,Winkler Prins Encyclopedie
7999,Boma
8000,Gaius Licinius Calvus
8001,Skåne
8002,Castlemaine
8003,Alexander (V)
8004,Louis-Antoine Garnier-Pagès
8005,Master of the Playing Cards
8006,Cootamundra
8007,Asa Griggs Candler
8008,amberina glass
8009,Bratsk
8010,Cassinis laws
8011,Around the World in Eighty Days
8012,The Memoirs of Chateaubriand
8013,Ritsu
8014,iridovirus
8015,lictor
8016,Sébastien Loeb
8017,liturgy of the Word
8018,Sir Surendranath Banerjea
8019,"Sir Henry Vane, the Younger"
8020,fruit bat
8021,gerousia
8022,Qurnat al-Sawdāʾ
8023,Arthur Young
8024,Gnadenhütten Massacre
8025,AIM
8026,hydrofoil
8027,Kalpa-sūtra
8028,Johannes Müller
8029,Harold Christensen
8030,Nicholas Ray
8031,continental landform
8032,Feast of Corpus Christi
8033,Esquire
8034,Osman Ali
8035,Major Major
8036,Womens Social and Political Union
8037,Bernardo Alberto Houssay
8038,Muḥammad ʿAbd al-Munʿim Riyāḍ
8039,illegitimacy
8040,Benin
8041,decal
8042,Wewoka
8043,South Uist
8044,Shurugwi
8045,James K. Polk
8046,Thomas Mun
8047,Buraydah
8048,sleeping sickness
8049,dynamite
8050,St. Asaph
8051,Washita River
8052,Erwin Wilhelm Müller
8053,S. Weir Mitchell
8054,Tokyo Marathon
8055,Miacis
8056,miracle play
8057,Lothario
8058,Jacinda Ardern
8059,you
8060,Zophar
8061,Baní
8062,Johann Jakob Bachofen
8063,Jack Nicklaus
8064,Jeanne Mance
8065,Göttinger Hain
8066,sabotage
8067,Lusitani
8068,Carúpano
8069,cofferdam
8070,Shikoku
8071,virtue ethics
8072,"Jean-Baptiste Colbert, marquis de Torcy"
8073,Ron Paul
8074,Panchimalco
8075,unicorn
8076,Telmex SA
8077,Megawati Sukarnoputri
8078,bushbuck
8079,Gaspard-Théodore Mollien
8080,Mariana Alley Griswold Van Rensselaer
8081,Romero family
8082,Noël Coypel
8083,Seven Hills of Rome
8084,Rif
8085,Porfirio Díaz
8086,Anthony John Arkell
8087,metic
8088,Alexander von Kluck
8089,Sir Charles Moses
8090,Paekche
8091,Matthias William Baldwin
8092,Clement XII
8093,Robert I Estienne
8094,Kaga
8095,Ahmed Sefrioui
8096,westward movement
8097,Johann Strauss I
8098,Christian of Brunswick
8099,Ayr
8100,dependency theory
8101,Verghina
8102,Henry
8103,Matti Nykänen
8104,Giovanni Pisano
8105,Bertil Lindblad
8106,Anna Mae Aquash
8107,Santa Hermandad
8108,Zebrina
8109,Saint Eustathius of Antioch
8110,Alexander Downer
8111,guacamole
8112,"Edmund Henry Hynman Allenby, 1st Viscount Allenby"
8113,Underground Railroad
8114,southern white rhinoceros
8115,Edinburgh
8116,"Samuel, baron von Pufendorf"
8117,capital punishment
8118,Unilever
8119,Sandwip Island
8120,Johann Anton Leisewitz
8121,Deutsche Bank AG
8122,Sam Weller
8123,Howard Staunton
8124,Domenico Scarlatti
8125,Johann Jakob Griesbach
8126,Marcus Manilius
8127,Egyptology
8128,Parsippany–Troy Hills
8129,Jing River
8130,biochar
8131,Easter
8132,sarabande
8133,circuit breaker
8134,Roque Sáenz Peña
8135,Constance
8136,Giacomo Matteotti
8137,A.A. Milne
8138,Vilnius dispute
8139,Besós River
8140,Roger Clemens
8141,Saint Paul I
8142,Lester Flatt
8143,James Baldwin
8144,shunning
8145,Mani Shankar Aiyar
8146,Siege of Orléans
8147,Thorold
8148,Samuel Zemurray
8149,"August, Graf von Platen"
8150,Dos Hermanas
8151,disintermediation
8152,Herman Melville
8153,Chatham Islands
8154,rip current
8155,zeppelin
8156,Zoltan Kemeny
8157,Formosus
8158,smooth endoplasmic reticulum
8159,Passifloraceae
8160,mountain laurel
8161,Lydia Davis
8162,Besserungsstück
8163,Myst
8164,Aphanomyces
8165,iliocostalis muscle
8166,Iqaluit
8167,prase
8168,Kafue National Park
8169,Maharishi Mahesh Yogi
8170,Zhu Shunshui
8171,John T. Chambers
8172,Beaufort
8173,Sir James George Frazer
8174,Inspector Bucket
8175,Reed Whittemore
8176,karuna
8177,Isle Royale National Park
8178,Wensleydale
8179,rational psychology
8180,Douai-Reims Bible
8181,Hsinbyushin
8182,Araguaia River
8183,Aert van der Neer
8184,Pieman River
8185,The Blue Bird
8186,e-cigarette
8187,Real Quiet
8188,talking drum
8189,Bajazet
8190,Neal E. Miller
8191,biography
8192,neutrality
8193,Daniel Shechtman
8194,"Thomas Dongan, 2nd earl of Limerick"
8195,Trofim Lysenko
8196,Eutyches
8197,Sir Humphry Davy
8198,claustrophobia
8199,plant bug
8200,intellectual-property law
8201,Susanna Mälkki
8202,Annaba
8203,Robert Benton
8204,Cleveland Abbe
8205,Volmari Iso-Hollo
8206,Karl Humann
8207,anasarca
8208,Víctor Raúl Haya de la Torre
8209,Richard Quine
8210,distribution function
8211,Bill Maher
8212,James Brown Scott
8213,Lay of Atli
8214,tree moss
8215,Venetian glass
8216,flint glass
8217,Katarina Witt
8218,ghatam
8219,portico
8220,Georgian language
8221,Albert II
8222,Ngozi Okonjo-Iweala
8223,marsh
8224,ruddy turnstone
8225,expanding universe
8226,Naukratis
8227,renewable energy
8228,Saint Francis of Sales
8229,Gulf of Guinea
8230,University of Göttingen
8231,Bugembe
8232,coma
8233,Italy
8234,F. Lee Bailey
8235,Gaea
8236,Willmar
8237,screw moss
8238,Asselian Stage
8239,Basilica of Guadalupe
8240,Harold Stephen Black
8241,Louis-Marie-Olivier Duchesne
8242,Matera
8243,heroic verse
8244,extratropical cyclone
8245,Cupid
8246,vampire
8247,"Friedrich Wilhelm, baron von Seydlitz"
8248,Max Brod
8249,lysogeny
8250,Leoš Janáček
8251,Aubrey Menen
8252,dermatome
8253,Mackinac Island
8254,Georges Carpentier
8255,Kle
8256,Philippe Berthelot
8257,Lake Memphremagog
8258,Morbi
8259,Valdosta
8260,Bertold Haller
8261,Busselton
8262,Gwendolyn Bennett
8263,Serge Diaghilev
8264,Rashtriya Janata Dal
8265,elephantiasis
8266,Alessandro Leopardi
8267,bush baby
8268,Charles T. Metcalfe
8269,Rachel Carson
8270,Bat Masterson
8271,Vincenzo Bellini
8272,autobiography
8273,Clarence River
8274,Karlovac
8275,theatre music
8276,Castilian dialect
8277,surge
8278,Gamaliel Bradford
8279,Transcendental Études
8280,Gerhard Dagly
8281,Najaf
8282,Roe v. Wade
8283,Golden State Warriors
8284,Presbyterian Church in America
8285,esker
8286,swimmers itch
8287,Juliet
8288,Imre Madách
8289,Welsh rarebit
8290,Davidson Don Tengo Jabavu
8291,Antoine Gérin-Lajoie
8292,Lee Simonson
8293,Hephaestion
8294,button
8295,Leo XII
8296,turnip
8297,Mar-a-Lago
8298,Brussels griffon
8299,Étienne-Jules Marey
8300,Hiroshige
8301,Yampa River
8302,insulin-like growth factor
8303,conté crayon
8304,ascariasis
8305,Naim Suleymanoglu
8306,Styles Bridges
8307,gasterosteiform
8308,Kevin Spacey
8309,parliamentary system
8310,Stephen IV (or V)
8311,William Cockerill
8312,Walter Hampden
8313,Nurek Dam
8314,black shark
8315,consanguinity
8316,Pius XII
8317,Nakhon Sawan
8318,tape recording
8319,Osler-Rendu-Weber disease
8320,Mukhtar Ahmad Ansari
8321,Maurice Rouvier
8322,Vincent Youmans
8323,Daura
8324,International Brigades
8325,girdle-tailed lizard
8326,Kiwanis International
8327,August Ferdinand Möbius
8328,moonlight cactus
8329,Pondoland
8330,volcanic dome
8331,Jamaican fruit bat
8332,Lolita
8333,Pénaud Planophore
8334,Susan Shelby Magoffin
8335,Kachemak culture
8336,TWA flight 800
8337,Tsetserleg
8338,Jared Eliot
8339,Vincente Minnelli
8340,"Menno, baron van Coehoorn"
8341,Nicolás Bravo
8342,Anthimus of Iberia
8343,Bigger Thomas
8344,Eugène Atget
8345,John Weaver
8346,proprioception
8347,Warren Hastings
8348,Elton Mayo
8349,Phag-mo-gru family
8350,Chaldean Catholic Church
8351,Melchizedek priesthood
8352,Antonio Bonfini
8353,Sidney Hook
8354,bellows
8355,Treaty of Schönbrunn
8356,Bolesław III
8357,Alan Kay
8358,Hudsons Bay Company
8359,Paul Robeson
8360,"Sir John Francis Edward Acton, 6th Baronet"
8361,learning theory
8362,zloty
8363,gomphothere
8364,Qādiriyyah
8365,Zigong
8366,Winteraceae
8367,bustard
8368,Oedipus
8369,War Refugee Board
8370,Tampa Bay Buccaneers
8371,The Light That Failed
8372,automata theory
8373,Hezekiah
8374,king crab
8375,juvenile justice
8376,Nicephorus II Phocas
8377,Snowy River
8378,meerkat
8379,Ontario Science Centre
8380,Coptic art
8381,Mr. Dick
8382,wulfenite
8383,Jupiter Dolichenus
8384,Sir Richard Winn Livingstone
8385,Uttar Pradesh
8386,farmers lung
8387,Kawartha Lakes
8388,Ambrose Reeves
8389,Billiards at Half-Past Nine
8390,Johann Sebastian Bach
8391,Johann Bayer
8392,"Philip Yorke, 1st earl of Hardwicke"
8393,New River
8394,Sānghar
8395,Leiden
8396,"The Well-Tempered Clavier, BWV 846–893"
8397,Hasan Abdal
8398,"Thomas Hitchcock, Jr."
8399,Ripon Falls
8400,democratic centralism
8401,Jean-Claude Killy
8402,Kenneth Colin Irving
8403,Touraine
8404,Pushmataha
8405,Parrhasius
8406,Zlín
8407,isomorphism
8408,Minangkabau
8409,Myricaceae
8410,segmentation
8411,Bureau of Indian Standards
8412,exemplum
8413,Tage Erlander
8414,Catskill Delta
8415,Ethiopian chant
8416,Hosea Williams
8417,Taree
8418,Thierry Henry
8419,Kenneth N. Waltz
8420,tylopod
8421,obsidian–hydration–rind dating
8422,blue butterfly
8423,Alcázar de San Juan
8424,St. Sava
8425,Fernando Sor
8426,porgy
8427,mononuclear phagocyte system
8428,Louis Blanc
8429,Nils Collett Vogt
8430,vulvitis
8431,Cuyahoga Falls
8432,sump pump
8433,MS-DOS
8434,Robert H. Dicke
8435,"Charles Montagu, 1st earl of Halifax"
8436,Gian Galeazzo Visconti
8437,Benkei
8438,Shimonoseki
8439,Progreso
8440,Michael J. Fox
8441,ABC
8442,granitization
8443,Nova Herculis
8444,Stanisław Wyspiański
8445,Fitzwilliam Virginal Book
8446,painted turtle
8447,Thailand
8448,SGI
8449,Hoshiarpur
8450,wavellite
8451,Ántonia Shimerda
8452,Cornelius Johnson
8453,Christabel
8454,Saint Pauls Cathedral
8455,Fuerteventura Island
8456,red heifer
8457,Ethiopic alphabet
8458,"Advanced Micro Devices, Inc."
8459,conformity
8460,Arabella Mansfield
8461,Camden
8462,rotta
8463,Philibert Berthelier
8464,fission product
8465,Singer Company
8466,charter party
8467,Bruno Kreisky
8468,John Opie
8469,Sheji
8470,Mauthausen
8471,evolution of the atmosphere
8472,Javanthropus
8473,Zhu Chen
8474,Renée Fleming
8475,New Tōkaidō Line
8476,Québec Values Charter
8477,Rufus Henry Gilbert
8478,John Betjeman
8479,Morpeth
8480,Lewis
8481,cuneiform
8482,General Dynamics Corp.
8483,Mount Pelée
8484,borer beetle
8485,Otto Ludwig
8486,Vicente Huidobro
8487,orthodox
8488,lord
8489,Leipzig Zoological Garden
8490,Alan Bean
8491,viper
8492,François Hotman
8493,Ghent University
8494,John VIII
8495,Boccanegra Family
8496,failed state
8497,Ban Zhao
8498,Karl Manne Georg Siegbahn
8499,sand wasp
8500,Peter Lalor
8501,Nicholas Rowe
8502,phosphate mineral
8503,Vladimír Remek
8504,Molfetta
8505,Táchira
8506,epyllion
8507,survivals
8508,Welwyn Garden City
8509,Ranong
8510,viscount
8511,advertisement
8512,Adelphi University
8513,Lord Howe Island
8514,Shaoguan
8515,Peninsular Malaysia
8516,Pia Camil
8517,crayon
8518,Mousterian industry
8519,stem
8520,Eugène Demolder
8521,Lazare Meerson
8522,G. E. Moore
8523,Blackwater
8524,agency
8525,Western colonialism
8526,Bouvet Island
8527,Santa Lucia Range
8528,Johann Andreas Stein
8529,fireproofing
8530,Blagoevgrad
8531,Wauchope
8532,Sitwell family
8533,federalism
8534,Kent Cooper
8535,Leonid Vitalyevich Kantorovich
8536,Piedmont
8537,Ignacy Daszyński
8538,Ousmane Socé
8539,Laramie River
8540,Group of Eight
8541,Reformation
8542,"Charles-Emmanuel de Savoie, duke de Nemours"
8543,isotone
8544,Charles Pathé
8545,Nicolas Ghesquière
8546,Malcolm II
8547,Very Large Telescope
8548,Avellino
8549,atonement
8550,Baicheng
8551,Rodna Massif
8552,Leonard Bloomfield
8553,marine
8554,Mexico City 1968 Olympic Games
8555,concheros
8556,stock character
8557,Abigail Jane Scott Duniway
8558,electrophile
8559,papal infallibility
8560,United Provinces of Central America
8561,artha
8562,4-H Club
8563,Germain Pilon
8564,Inspector Lestrade
8565,Elwood Haynes
8566,ketubba
8567,Jacopo Nardi
8568,Nonimportation Agreements
8569,Yün-lin
8570,E.L. Doctorow
8571,Earl Warren
8572,John La Farge
8573,Titanic
8574,A Taste of Honey
8575,Red Blaik
8576,Lombard
8577,Chita Rivera
8578,Michael Landon
8579,Abrāj al-Bayt
8580,Minahasa
8581,Nancy
8582,Sir Thomas Brock
8583,Skull and Bones
8584,Mr. W.H.
8585,The Scotsman
8586,Milwaukee Journal Sentinel
8587,Sir Hamo Thornycroft
8588,cubit
8589,Richard Mead
8590,Mawlawīyah
8591,"A.B. Guthrie, Jr."
8592,Tuvalu
8593,human eye
8594,Nishi Amane
8595,Hūdid Dynasty
8596,castrato
8597,Fay Wray
8598,catenary
8599,feather star
8600,Severnaya Zemlya
8601,Yves Delage
8602,Antenor
8603,Fra Diavolo
8604,U.S. Department of the Treasury
8605,electromotive series
8606,symbiosis
8607,sweating sickness
8608,São Jorge Island
8609,Google Earth
8610,ethyl ether
8611,Sir Thomas Mackenzie
8612,yeoman
8613,Young
8614,pedology
8615,ghost story
8616,Western sculpture
8617,Citroën
8618,epeirogeny
8619,dogbane beetle
8620,Guayaquil
8621,flea
8622,New Philadelphia
8623,"Sophie Dawes, baroness de Feuchères"
8624,Edward B. Titchener
8625,St. Patricks Day
8626,Siping
8627,Ernst Haas
8628,Coogans Bluff
8629,Saint Cloud
8630,James Darmesteter
8631,Adam Gottlob Oehlenschläger
8632,Miroslav Krleža
8633,Aghlabid dynasty
8634,Arecibo Observatory
8635,Adam Ferguson
8636,Parkes
8637,Dahomey women warriors
8638,Orrefors glass
8639,Taikō Josetsu
8640,Gandhi-Irwin Pact
8641,Kissimmee River
8642,septic tank
8643,Mie
8644,authigenic sediment
8645,Joy Division/New Order
8646,burn
8647,Swellendam
8648,Gwen John
8649,merlin
8650,Evoluon
8651,Arminius
8652,Pusur River
8653,conflict of laws
8654,Rex W. Tillerson
8655,Calvin Blackman Bridges
8656,intentionality
8657,"Sir James Outram, 1st Baronet"
8658,Somme River
8659,Sophus Bugge
8660,Arikara
8661,Toprakkala
8662,Earn
8663,Marcos Pontes
8664,Brava Island
8665,Faust
8666,David Dudley Field
8667,Fitzwilliam Museum
8668,margarine
8669,Giovanni Battista Martini
8670,Battle of Pea Ridge
8671,Carrie Buck
8672,Charles Hélou
8673,San
8674,squirrel
8675,Trust Territory of the Pacific Islands
8676,Chico
8677,Asian brown cloud
8678,Iranian literature
8679,Janis Čakste
8680,Jeremias Gotthelf
8681,Okwui Enwezor
8682,injection
8683,Philip Guston
8684,Shakespeare in Love
8685,Tove Jansson
8686,Iolanda Balas
8687,Ksar el-Kebir
8688,internal medicine
8689,Walt Disney
8690,"Carl Johan Gustaf, Count Snoilsky"
8691,Nana Sahib
8692,Ryan Seacrest
8693,Danaus
8694,Sir Anthony Caro
8695,Lionel Hampton
8696,Emma-ō
8697,Niigata
8698,Christina Rossetti
8699,Edwin Bustillos García
8700,U.S. Department of Housing and Urban Development
8701,Cesaria Evora
8702,nest
8703,Ovide Mercredi
8704,Vlach
8705,Senones
8706,Duṭṭhagāmaṇī
8707,Arthur Miller
8708,Alexander Parris
8709,Bogotá
8710,Randers
8711,Andrea Mead Lawrence
8712,mineral
8713,Old Harbour
8714,Doctor Strange
8715,Potsdam
8716,Selandian Stage
8717,"Richard Fitzalan, 4th earl of Arundel"
8718,corvée
8719,Colluthus of Lycopolis
8720,Jason Kidd
8721,fifth column
8722,air gun
8723,Henry Edmund Holland
8724,Gaston Maurice Julia
8725,Oliver Mellors
8726,Óscar Ribas
8727,Arraiolos rug
8728,Leonard Freed
8729,Yasmina Reza
8730,variable
8731,Albert Hofmann
8732,planet
8733,Moggaliputtatissa
8734,anthropocentrism
8735,synchronic linguistics
8736,Mordecai Menahem Kaplan
8737,Giovanni da Pian del Carpini
8738,Chitral
8739,Macau
8740,iproniazid
8741,Charles Chauncy
8742,exponential function
8743,lapiés
8744,Sir Thomas Edward Thorpe
8745,Mardan
8746,Export-Import Bank of Japan
8747,Trochonema
8748,Arnold van Gennep
8749,Mobile
8750,Gwanda
8751,comparative linguistics
8752,black fly
8753,Matthew Locke
8754,Willard Van Orman Quine
8755,parchment worm
8756,Christmas
8757,Fosse Way
8758,goitrogen
8759,Santa Clarita
8760,Sagar
8761,Richard Kostelanetz
8762,God Save the King
8763,Robert Ryman
8764,lentil
8765,Cedar Rapids
8766,rattan vine
8767,The Purloined Letter
8768,Indianapolis 500
8769,Diamond Sutra
8770,Geert Wilders
8771,Benue-Congo languages
8772,just war
8773,metes and bounds
8774,Pali literature
8775,Abū Nuwās
8776,archbishop of Canterbury
8777,"Armand-Jean du Plessis, cardinal et duc de Richelieu"
8778,electronic organ
8779,Savernake Forest
8780,Himachal Pradesh
8781,Lutheran Church in America
8782,C.E.M. Joad
8783,Al Unser
8784,Blackburn with Darwen
8785,"Philippe de Mornay, seigneur du Plessis-Marly"
8786,Georg Jellinek
8787,Russian literature
8788,retrovirus
8789,Friedrich Ludwig Schröder
8790,ileum
8791,saturation deficit
8792,Camagüey
8793,Bill Murray
8794,Nicolas Pineau
8795,Dipsacales
8796,dung beetle
8797,Zoltan Korda
8798,Martyrs of Uganda
8799,Battle of Ṣiffīn
8800,rat opossum
8801,Nguyen Tri Phuong
8802,Rupert Murdoch
8803,Branch Rickey
8804,Karl von Frisch
8805,transcendental function
8806,Mary Whiton Calkins
8807,Freikorps
8808,Rufino Blanco-Fombona
8809,pulmonary stenosis
8810,Saint Peter of Alcántara
8811,Skate
8812,escapement
8813,Helsinki Accords
8814,Stardust/NExT
8815,reforestation
8816,Kenneth J. Arrow
8817,"Willis Eugene Lamb, Jr."
